flowtime, s1, s2, s3, s4, s5
20.4, 0.00042203956519596574, 0.0038164589764233007, 0.21099626257325688, 0.0038164589764233038, 0.00042203956519596303
20.5, 0.0004140432741925723, 0.003742153904451815, 0.21099509769183505, 0.003742153904451805, 0.00041404327419256303
20.6, 0.00040619872008614965, 0.0036693357444412935, 0.21099395717298966, 0.0036693357444413143, 0.0004061987200861542
20.7, 0.0003985030147701355, 0.00359797320269669, 0.21099284049890604, 0.003597973202696684, 0.00039850301477013583
20.8, 0.0003909533254398856, 0.003528035703876202, 0.2109917471630701, 0.00352803570387625, 0.00039095332543988417
20.9, 0.0003835468735212395, 0.0034594933721321538, 0.21099067666996538, 0.0034594933721320996, 0.0003835468735212403
21.0, 0.00037628093362022876, 0.003392317012844084, 0.21098962853487085, 0.0033923170128440597, 0.00037628093362022784
21.1, 0.0003691528324936416, 0.003326478094921236, 0.21098860228356597, 0.003326478094921226, 0.0003691528324936412
21.2, 0.00036215994803993684, 0.003261948733652483, 0.21098759745215173, 0.003261948733652506, 0.00036215994803993825
21.3, 0.00035529970831009173, 0.003198701674083239, 0.21098661358675935, 0.0031987016740832683, 0.00035529970831009325
21.4, 0.0003485695905380644, 0.0031367102748997397, 0.2109856502433639, 0.0031367102748997094, 0.00034856959053806416
21.5, 0.000341967120190274, 0.0030759484928016335, 0.2109847069875662, 0.00307594849280163, 0.0003419671201902752
21.6, 0.0003354898700339817, 0.0030163908673451817, 0.21098378339433643, 0.003016390867345167, 0.0003354898700339795
21.7, 0.00032913545922390384, 0.0029580125062395536, 0.2109828790478606, 0.002958012506239554, 0.0003291354592239011
21.8, 0.00032290155240687144, 0.0029007890710801513, 0.21098199354128355, 0.002900789071080155, 0.00032290155240687383
21.9, 0.00031678585884410264, 0.002844696763503074, 0.2109811264765438, 0.002844696763503085, 0.0003167858588441047
22.0, 0.0003107861315507342, 0.002789712311745501, 0.21098027746416623, 0.0027897123117454933, 0.00031078613155073164
22.1, 0.0003049001664522231, 0.0027358129575982847, 0.21097944612305855, 0.0027358129575982834, 0.00030490016645221885
22.2, 0.0002991258015573966, 0.0026829764437360354, 0.21097863208034848, 0.0026829764437360485, 0.00029912580155739817
22.3, 0.00029346091614763036, 0.0026311810014127157, 0.21097783497118064, 0.0026311810014127365, 0.0002934609161476314
22.4, 0.0002879034299819804, 0.0025804053385086274, 0.21097705443855094, 0.0025804053385085996, 0.0002879034299819836
22.5, 0.00028245130251787444, 0.0025306286279184994, 0.2109762901331294, 0.002530628627918499, 0.00028245130251787915
22.6, 0.0002771025321470872, 0.002481830496267179, 0.21097554171308208, 0.002481830496267197, 0.00027710253214708935
22.7, 0.0002718551554465865, 0.0024339910129437202, 0.21097480884391923, 0.00243399101294368, 0.0002718551554465865
22.8, 0.0002667072464441499, 0.0023870906794410287, 0.21097409119833413, 0.002387090679441035, 0.0002667072464441467
22.9, 0.0002616569158982281, 0.0023411104189935638, 0.2109733884560142, 0.0023411104189935677, 0.00026165691589822513
23.0, 0.00025670231059191507, 0.0022960315665002825, 0.21097270030354048, 0.00229603156650029, 0.0002567023105919186
23.1, 0.00025184161264070866, 0.002251835858725889, 0.21097202643417676, 0.0022518358587258827, 0.0002518416126407129
23.2, 0.00024707303881376497, 0.002208505424769857, 0.2109713665477664, 0.0022085054247698356, 0.0002470730388137703
23.3, 0.00024239483986836425, 0.002166022776794994, 0.21097072035056544, 0.002166022776795004, 0.00024239483986836596
23.4, 0.0002378052998973802, 0.002124370801007342, 0.2109700875551138, 0.002124370801007321, 0.00023780529989737397
23.5, 0.00023330273568942606, 0.0020835327488789314, 0.21096946788008716, 0.00208353274887892, 0.00023330273568942383
23.6, 0.00022888549610148199, 0.002043492228606186, 0.2109688610501729, 0.0020434922286061983, 0.00022888549610147795
23.7, 0.00022455196144370883, 0.002004233196796064, 0.21096826679592373, 0.002004233196796051, 0.0002245519614437061
23.8, 0.00022030054287621332, 0.001965739950372944, 0.21096768485365158, 0.001965739950372945, 0.00022030054287621164
23.9, 0.00021612968181755965, 0.0019279971186995644, 0.2109671149652756, 0.0019279971186995537, 0.00021612968181756095
24.0, 0.000212037849364765, 0.0018909896559050467, 0.2109665568782235, 0.0018909896559050508, 0.00021203784936476373
24.1, 0.00020802354572452096, 0.0018547028334137967, 0.21096601034529386, 0.001854702833413826, 0.00020802354572452286
24.2, 0.00020408529965551013, 0.0018191222326692134, 0.21096547512454986, 0.0018191222326692147, 0.0002040852996555124
24.3, 0.0002002216679214822, 0.0017842337380459218, 0.21096495097919557, 0.0017842337380459185, 0.00020022166792148366
24.4, 0.00019643123475496962, 0.0017500235299450987, 0.21096443767747394, 0.0017500235299451302, 0.00019643123475496677
24.5, 0.00019271261133136546, 0.0017164780780676834, 0.21096393499255295, 0.0017164780780676808, 0.00019271261133136364
24.6, 0.000189064435253232, 0.0016835841348591418, 0.21096344270240786, 0.0016835841348591435, 0.00018906443525323324
24.7, 0.00018548537004452694, 0.0016513287291218303, 0.21096296058974162, 0.0016513287291218379, 0.00018548537004452534
24.8, 0.00018197410465468173, 0.0016196991597892435, 0.21096248844186255, 0.0016196991597892713, 0.00018197410465468092
24.9, 0.00017852935297222079, 0.0015886829898577159, 0.21096202605058284, 0.001588682989857716, 0.0001785293529722215
25.0, 0.00017514985334783132, 0.0015582680404706774, 0.210961573212129, 0.0015582680404706698, 0.0001751498533478306
25.1, 0.00017183436812660607, 0.0015284423851514245, 0.21096112972705092, 0.0015284423851514082, 0.0001718343681266059
25.2, 0.00016858168318934207, 0.0014991943441797612, 0.21096069540012355, 0.0014991943441797664, 0.00016858168318934123
25.3, 0.00016539060750272257, 0.00147051247910841, 0.21096027004024379, 0.0014705124791084083, 0.0001653906075027244
25.4, 0.0001622599726781277, 0.00144238558741542, 0.2109598534603619, 0.0014423855874154273, 0.0001622599726781278
25.5, 0.0001591886325390027, 0.0014148026972883182, 0.21095944547737797, 0.0014148026972883177, 0.00015918863253900142
25.6, 0.0001561754626965553, 0.0013877530625366254, 0.2109590459120632, 0.0013877530625366191, 0.00015617546269655592
25.7, 0.00015321936013363766, 0.0013612261576288066, 0.21095865458898472, 0.001361226157628812, 0.00015321936013363736
25.8, 0.0001503192427966394, 0.0013352116728504223, 0.21095827133639472, 0.0013352116728504223, 0.0001503192427966377
25.9, 0.00014747404919526503, 0.0013096995095799137, 0.21095789598619463, 0.0013096995095799107, 0.00014747404919526332
26.0, 0.00014468273800999067, 0.0012846797756787104, 0.2109575283738219, 0.0012846797756787042, 0.0001446827380099888
26.1, 0.00014194428770710827, 0.001260142780992793, 0.2109571683381834, 0.0012601427809927962, 0.00014194428770710886
26.2, 0.0001392576961611698, 0.0012360790329621245, 0.21095681572158775, 0.0012360790329621243, 0.00013925769616116994
26.3, 0.00013662198028468054, 0.0012124792323355675, 0.2109564703696615, 0.0012124792323355755, 0.00013662198028468138
26.4, 0.00013403617566493938, 0.0011893342689879415, 0.21095613213129077, 0.0011893342689879515, 0.0001340361756649411
26.5, 0.00013149933620785703, 0.0011666352178367311, 0.21095580085853533, 0.0011666352178367363, 0.00013149933620785738
26.6, 0.0001290105337886001, 0.0011443733348555118, 0.21095547640658044, 0.0011443733348555129, 0.0001290105337886009
26.7, 0.000126568857908989, 0.001122540053181834, 0.21095515863365238, 0.0011225400531818257, 0.00012656885790899037
26.8, 0.00012417341536144196, 0.0011011269793165259, 0.21095484740096201, 0.0011011269793165007, 0.00012417341536144163
26.9, 0.00012182332989938319, 0.001080125889412449, 0.21095454257262986, 0.0010801258894124267, 0.00012182332989938272
27.0, 0.00011951774191400197, 0.0010595287256501616, 0.2109542440156481, 0.0010595287256501737, 0.00011951774191400114
27.1, 0.0001172558081171909, 0.0010393275926980476, 0.2109539515997873, 0.001039327592698046, 0.00011725580811719239
27.2, 0.00011503670123057061, 0.0010195147542547383, 0.2109536651975685, 0.0010195147542547483, 0.00011503670123057202
27.3, 0.00011285960968049615, 0.0010000826296719626, 0.2109533846841815, 0.0010000826296719745, 0.0001128596096804981
27.4, 0.00011072373729890409, 0.0009810237906552638, 0.21095310993743227, 0.0009810237906552803, 0.0001107237372989032
27.5, 0.00010862830302989434, 0.0009623309580408856, 0.21095284083769672, 0.0009623309580408966, 0.00010862830302989492
27.6, 0.00010657254064194373, 0.0009439969986466524, 0.21095257726785996, 0.0009439969986466581, 0.00010657254064194257
27.7, 0.00010455569844562767, 0.0009260149221951132, 0.21095231911325704, 0.0009260149221951262, 0.00010455569844562788
27.8, 0.00010257703901676285, 0.0009083778783069296, 0.2109520662616377, 0.0009083778783069181, 0.0001025770390167626
27.9, 0.00010063583892483368, 0.0008910791535628157, 0.21095181860309128, 0.0008910791535627889, 0.00010063583892483336
28.0, 9.873138846664453e-5, 0.0008741121686321667, 0.21095157603001127, 0.0008741121686321606, 9.873138846664538e-5
28.1, 9.686299140505421e-5, 0.0008574704754668281, 0.2109513384370524, 0.000857470475466831, 9.686299140505428e-5
28.2, 9.502996471271167e-5, 0.000841147754558248, 0.2109511057210635, 0.0008411477545582413, 9.50299647127119e-5
28.3, 9.323163832071476e-5, 0.0008251378122563964, 0.21095087778106533, 0.0008251378122564043, 9.323163832071503e-5
28.4, 9.146735487205959e-5, 0.0008094345781490353, 0.21095065451817493, 0.000809434578149034, 9.146735487205944e-5
28.5, 8.973646947981299e-5, 0.0007940321024995895, 0.2109504358355858, 0.0007940321024995917, 8.973646947981239e-5
28.6, 8.803834948990835e-5, 0.0007789245537424865, 0.2109502216385215, 0.0007789245537424899, 8.803834948990846e-5
28.7, 8.63723742484934e-5, 0.0007641062160341865, 0.2109500118341709, 0.000764106216034184, 8.637237424849331e-5
28.8, 8.473793487368992e-5, 0.0007495714868588022, 0.2109498063316773, 0.0007495714868588024, 8.473793487368964e-5
28.9, 8.313443403176514e-5, 0.000735314874686751, 0.21094960504206467, 0.0007353148746867524, 8.31344340317656e-5
29.0, 8.15612857175352e-5, 0.0007213309966852913, 0.2109494078782355, 0.0007213309966852895, 8.156128571753492e-5
29.1, 8.001791503899517e-5, 0.0007076145764795843, 0.2109492147548929, 0.0007076145764795845, 8.00179150389945e-5
29.2, 7.850375800605e-5, 0.0006941604419630942, 0.2109490255885255, 0.000694160441963091, 7.850375800605001e-5
29.3, 7.701826132328243e-5, 0.0006809635231560504, 0.21094884029736474, 0.0006809635231560538, 7.70182613232827e-5
29.4, 7.556088218668625e-5, 0.0006680188501109246, 0.21094865880135177, 0.0006680188501109213, 7.556088218668559e-5
29.5, 7.413108808426587e-5, 0.0006553215508636238, 0.21094848102208635, 0.0006553215508636266, 7.413108808426537e-5
29.6, 7.27283566004612e-5, 0.0006428668494295332, 0.2109483068828095, 0.0006428668494295368, 7.272835660046044e-5
29.7, 7.135217522428885e-5, 0.0006306500638430348, 0.21094813630835985, 0.0006306500638430356, 7.135217522428928e-5
29.8, 7.000204116115471e-5, 0.0006186666042397184, 0.2109479692251427, 0.0006186666042397182, 7.000204116115476e-5
29.9, 6.867746114825319e-5, 0.0006069119709801123, 0.21094780556108905, 0.0006069119709801152, 6.8677461148254e-5
30.0, 6.737795127349493e-5, 0.000595381752814035, 0.21094764524564105, 0.0005953817528140337, 6.73779512734954e-5
30.1, 6.610303679787674e-5, 0.0005840716250845554, 0.21094748820970058, 0.0005840716250845552, 6.610303679787576e-5
30.2, 6.485225198124606e-5, 0.0005729773479706026, 0.21094733438561628, 0.0005729773479706016, 6.485225198124558e-5
30.3, 6.362513991139421e-5, 0.0005620947647673746, 0.21094718370713178, 0.0005620947647673774, 6.36251399113934e-5
30.4, 6.242125233639733e-5, 0.0005514198002036342, 0.2109470361093811, 0.0005514198002036432, 6.242125233639544e-5
30.5, 6.124014950015786e-5, 0.000540948458795065, 0.2109468915288365, 0.0005409484587950613, 6.124014950015741e-5
30.6, 6.008139998108221e-5, 0.0005306768232326446, 0.2109467499032965, 0.0005306768232326509, 6.008139998108283e-5
30.7, 5.894458053383367e-5, 0.0005206010528056578, 0.21094661117184282, 0.0005206010528056508, 5.8944580533833824e-5
30.8, 5.7829275934092515e-5, 0.0005107173818579225, 0.21094647527484256, 0.00051071738185793, 5.782927593409294e-5
30.9, 5.673507882628846e-5, 0.0005010221182771733, 0.2109463421538797, 0.000501022118277172, 5.673507882628807e-5
31.0, 5.5661589574216854e-5, 0.0004915116420161377, 0.2109462117517657, 0.0004915116420161348, 5.566158957421692e-5
31.1, 5.460841611451787e-5, 0.00048218240364512053, 0.2109460840124911, 0.0004821824036451202, 5.4608416114518e-5
31.2, 5.357517381293148e-5, 0.0004730309229350882, 0.21094595888120654, 0.0004730309229350972, 5.3575173812931e-5
31.3, 5.2561485323296423e-5, 0.0004640537874706251, 0.21094583630421454, 0.00046405378747062633, 5.25614853232958e-5
31.4, 5.156698044923487e-5, 0.0004552476512920767, 0.21094571622890954, 0.0004552476512920773, 5.156698044923581e-5
31.5, 5.059129600846972e-5, 0.0004466092335662476, 0.2109455986037976, 0.000446609233566253, 5.0591296008470194e-5
31.6, 4.9634075699719604e-5, 0.00043813531728494715, 0.21094548337844532, 0.0004381353172849491, 4.9634075699719604e-5
31.7, 4.86949699721346e-5, 0.0004298227479907964, 0.2109453705034582, 0.00042982274799079225, 4.869496997213436e-5
31.8, 4.7773635897214474e-5, 0.00042166843252969033, 0.2109452599304694, 0.00042166843252968713, 4.777363589721445e-5
31.9, 4.686973704316122e-5, 0.000413669337829253, 0.2109451516121199, 0.0004136693378292545, 4.686973704316094e-5
32.0, 4.598294335162522e-5, 0.0004058224897027572, 0.21094504550202062, 0.0004058224897027573, 4.5982943351625326e-5
32.1, 4.5112931016797224e-5, 0.0003981249716779299, 0.21094494155474558, 0.00039812497167793416, 4.5112931016796824e-5
32.2, 4.425938236679657e-5, 0.00039057392385009193, 0.2109448397258207, 0.000390573923850096, 4.425938236679656e-5
32.3, 4.342198574731943e-5, 0.00038316654175903384, 0.2109447399716793, 0.00038316654175903466, 4.342198574731932e-5
32.4, 4.260043540749914e-5, 0.00037590007528917624, 0.21094464224965692, 0.0003759000752891774, 4.260043540749916e-5
32.5, 4.17944313879324e-5, 0.0003687718275924777, 0.21094454651797714, 0.00036877182759247626, 4.179443138793272e-5
32.6, 4.100367941084604e-5, 0.00036177915403353534, 0.21094445273572945, 0.00036177915403353344, 4.100367941084621e-5
32.7, 4.0227890772337666e-5, 0.0003549194611564432, 0.21094436086283608, 0.0003549194611564406, 4.022789077233792e-5
32.8, 3.946678223667467e-5, 0.00034819020567294234, 0.21094427086006737, 0.00034819020567294304, 3.946678223667512e-5
32.9, 3.87200759326015e-5, 0.00034158889347131005, 0.21094418268898613, 0.0003415888934713121, 3.872007593260171e-5
33.0, 3.798749925161614e-5, 0.00033511307864564057, 0.21094409631195707, 0.00033511307864563943, 3.798749925161622e-5
33.1, 3.7268784748178017e-5, 0.00032876036254497266, 0.21094401169212204, 0.000328760362544973, 3.726878474817769e-5
33.2, 3.656367004181605e-5, 0.0003225283928419526, 0.21094392879338952, 0.0003225283928419528, 3.6563670041816385e-5
33.3, 3.587189772110043e-5, 0.0003164148626204096, 0.2109438475803996, 0.0003164148626204105, 3.5871897721100645e-5
33.4, 3.519321524942476e-5, 0.00031041750948167685, 0.21094376801853185, 0.0003104175094816768, 3.5193215249425075e-5
33.5, 3.452737487259682e-5, 0.00030453411466908566, 0.2109436900738787, 0.00030453411466908425, 3.452737487259698e-5
33.6, 3.38741335281729e-5, 0.0002987625022102336, 0.21094361371323256, 0.00029876250221023124, 3.387413352817321e-5
33.7, 3.3233252756515606e-5, 0.00029310053807678145, 0.2109435389040708, 0.0002931005380767814, 3.323325275651549e-5
33.8, 3.260449861354616e-5, 0.0002875461293612392, 0.2109434656145393, 0.0002875461293612406, 3.260449861354604e-5
33.9, 3.19876415851497e-5, 0.00028209722347052386, 0.2109433938134391, 0.00028209722347052126, 3.198764158514998e-5
34.0, 3.138245650320884e-5, 0.0002767518073357341, 0.21094332347022465, 0.00027675180733573396, 3.138245650320879e-5
34.1, 3.0788722463227695e-5, 0.0002715079066380676, 0.2109432545549639, 0.0002715079066380701, 3.078872246322791e-5
34.2, 3.0206222743527113e-5, 0.00026636358505026104, 0.2109431870383533, 0.0002663635850502587, 3.020622274352671e-5
34.3, 2.9634744725966304e-5, 0.0002613169434934037, 0.21094312089169273, 0.0002613169434934002, 2.9634744725965576e-5
34.4, 2.9074079818174503e-5, 0.00025636611940872, 0.21094305608686106, 0.00025636611940872206, 2.9074079818174907e-5
34.5, 2.8524023377261342e-5, 0.00025150928604402464, 0.21094299259633736, 0.0002515092860440221, 2.852402337726105e-5
34.6, 2.7984374634966697e-5, 0.0002467446517545327, 0.21094293039314227, 0.0002467446517545312, 2.7984374634966887e-5
34.7, 2.7454936624243857e-5, 0.00024207045931772325, 0.21094286945086407, 0.00024207045931771994, 2.7454936624243382e-5
34.8, 2.6935516107222364e-5, 0.00023748498526194556, 0.21094280974363727, 0.000237484985261946, 2.6935516107222073e-5
34.9, 2.642592350455119e-5, 0.00023298653920853437, 0.21094275124613102, 0.00023298653920853776, 2.642592350455098e-5
35.0, 2.5925972826073333e-5, 0.00022857346322704562, 0.21094269393351936, 0.00022857346322704533, 2.5925972826073048e-5
35.1, 2.5435481602822878e-5, 0.00022424413120344418, 0.21094263778150008, 0.0002242441312034409, 2.5435481602822627e-5
35.2, 2.4954270820305948e-5, 0.00021999694822089563, 0.2109425827662667, 0.0002199969482208976, 2.4954270820306002e-5
35.3, 2.4482164853054703e-5, 0.00021583034995296914, 0.21094252886450232, 0.0002158303499529647, 2.4482164853054503e-5
35.4, 2.4018991400417503e-5, 0.00021174280206888956, 0.21094247605336125, 0.00021174280206888928, 2.4018991400417662e-5
35.5, 2.3564581423570293e-5, 0.00020773279965070475, 0.21094242431048094, 0.00020773279965070494, 2.356458142357039e-5
35.6, 2.3118769083722164e-5, 0.00020379886662202064, 0.210942373613948, 0.00020379886662202242, 2.3118769083722263e-5
35.7, 2.268139168149477e-5, 0.00019993955518814128, 0.21094232394230644, 0.00019993955518814483, 2.268139168149493e-5
35.8, 2.225228959744695e-5, 0.00019615344528731753, 0.21094227527452916, 0.00019615344528731504, 2.225228959744698e-5
35.9, 2.183130623373609e-5, 0.00019243914405287803, 0.21094222759002831, 0.00019243914405287817, 2.183130623373604e-5
36.0, 2.1418287956876626e-5, 0.00018879528528610394, 0.21094218086863564, 0.0001887952852861032, 2.1418287956876592e-5
36.1, 2.1013084041590537e-5, 0.0001852205289394857, 0.21094213509059687, 0.0001852205289394862, 2.1013084041590615e-5
36.2, 2.0615546615721638e-5, 0.00018171356061025742, 0.2109420902365606, 0.00018171356061025555, 2.061554661572172e-5
36.3, 2.022553060619276e-5, 0.0001782730910439374, 0.21094204628757854, 0.00017827309104393723, 2.0225530606192664e-5
36.4, 1.984289368598976e-5, 0.00017489785564771748, 0.2109420032250809, 0.00017489785564771794, 1.9842893685989677e-5
36.5, 1.9467496222148436e-5, 0.00017158661401344604, 0.21094196103088542, 0.00017158661401344455, 1.946749622214837e-5
36.6, 1.9099201224733373e-5, 0.0001683381494500404, 0.21094191968717435, 0.00016833814945003983, 1.9099201224733512e-5
36.7, 1.8737874296776673e-5, 0.00016515126852513213, 0.21094187917650495, 0.0001651512685251312, 1.873787429677652e-5
36.8, 1.8383383585171256e-5, 0.0001620248006157465, 0.21094183948177966, 0.00016202480061574566, 1.8383383585171256e-5
36.9, 1.8035599732493365e-5, 0.0001589575974678319, 0.2109418005862562, 0.00015895759746783222, 1.803559973249344e-5
37.0, 1.7694395829739063e-5, 0.00015594853276447576, 0.2109417624735408, 0.0001559485327644764, 1.7694395829739212e-5
37.1, 1.7359647369956362e-5, 0.00015299650170260253, 0.2109417251275599, 0.00015299650170260207, 1.7359647369956474e-5
37.2, 1.7031232202756413e-5, 0.00015010042057800614, 0.21094168853257625, 0.00015010042057800644, 1.7031232202756433e-5
37.3, 1.6709030489687434e-5, 0.0001472592263785289, 0.2109416526731784, 0.00014725922637852742, 1.6709030489687478e-5
37.4, 1.6392924660454292e-5, 0.00014447187638522892, 0.21094161753425814, 0.00014447187638522884, 1.6392924660454282e-5
37.5, 1.6082799369967442e-5, 0.00014173734778137774, 0.21094158310102415, 0.0001417373477813775, 1.608279936996745e-5
37.6, 1.5778541456208314e-5, 0.00013905463726913278, 0.2109415493589821, 0.00013905463726913273, 1.5778541456208022e-5
37.7, 1.548003989888894e-5, 0.00013642276069369434, 0.2109415162939362, 0.00013642276069369432, 1.548003989888887e-5
37.8, 1.5187185778900229e-5, 0.00013384075267484813, 0.21094148389197376, 0.00013384075267484918, 1.5187185778900204e-5
37.9, 1.4899872238525553e-5, 0.0001313076662457257, 0.21094145213947485, 0.00013130766624572596, 1.4899872238525406e-5
38.0, 1.4617994442408554e-5, 0.0001288225724985922, 0.2109414210230915, 0.00012882257249858853, 1.4617994442408546e-5
38.1, 1.4341449539262603e-5, 0.0001263845602376019, 0.2109413905297376, 0.00012638456023760368, 1.4341449539262401e-5
38.2, 1.4070136624303356e-5, 0.00012399273563831498, 0.21094136064661168, 0.00012399273563831425, 1.4070136624303385e-5
38.3, 1.3803956702395756e-5, 0.00012164622191385205, 0.21094133136115453, 0.00012164622191385103, 1.3803956702396046e-5
38.4, 1.3542812651897313e-5, 0.00011934415898759313, 0.21094130266107253, 0.00011934415898759535, 1.3542812651897298e-5
38.5, 1.328660918918732e-5, 0.0001170857031722339, 0.21094127453432016, 0.0001170857031722351, 1.3286609189187191e-5
38.6, 1.3035252833868264e-5, 0.00011487002685510636, 0.2109412469690904, 0.00011487002685510633, 1.3035252833868413e-5
38.7, 1.2788651874627952e-5, 0.00011269631818962786, 0.21094121995381973, 0.0001126963181896278, 1.2788651874628096e-5
38.8, 1.2546716335744789e-5, 0.00011056378079276332, 0.2109411934771801, 0.00011056378079276411, 1.2546716335744755e-5
38.9, 1.2309357944231116e-5, 0.00010847163344837008, 0.2109411675280654, 0.00010847163344836867, 1.230935794423104e-5
39.0, 1.2076490097598351e-5, 0.00010641910981630251, 0.2109411420956047, 0.00010641910981630295, 1.207649009759847e-5
39.1, 1.1848027832231332e-5, 0.00010440545814719691, 0.21094111716914074, 0.00010440545814719801, 1.1848027832231246e-5
39.2, 1.1623887792363772e-5, 0.00010242994100276713, 0.21094109273822265, 0.00010242994100276714, 1.1623887792363701e-5
39.3, 1.1403988199639432e-5, 0.00010049183498156039, 0.2109410687926284, 0.00010049183498155885, 1.140398819963937e-5
39.4, 1.1188248823252655e-5, 9.85904304500086e-5, 0.2109410453223257, 9.859043045001026e-5, 1.1188248823252601e-5
39.5, 1.0976590950651259e-5, 9.672503127872881e-5, 0.21094102231749295, 9.672503127872941e-5, 1.0976590950651254e-5
39.6, 1.076893735879692e-5, 9.489495458390545e-5, 0.21094099976850608, 9.489495458390445e-5, 1.0768937358796937e-5
39.7, 1.0565212285969319e-5, 9.309953047370614e-5, 0.21094097766592773, 9.309953047370603e-5, 1.0565212285969395e-5
39.8, 1.0365341404103906e-5, 9.133810179960847e-5, 0.21094095600051435, 9.133810179960858e-5, 1.0365341404103872e-5
39.9, 1.0169251791653244e-5, 8.961002391253282e-5, 0.2109409347632067, 8.961002391253367e-5, 1.0169251791653234e-5
